Full Name,Description,Job,Education Place,Native Language,Country,Father,Mother,Spouse,Birth Date,Death Date,Birth Place,Death Place,Death Method,Death Reason
Sundri Uttamchandani,Indian Writer,Author,,,India,,,,1924-09-28,2013-07-08,,,,
Sushma Shrestha,Indian Singer,Actor,,,India,,,,1960-00-00,,Mumbai,,,
T. Indragandhi,Member Of The Tamil Nadu Legislative Assembly,Politician,,,India,,,,1968-01-23,,,,,
Sushree Devi,"Politician From Odisha, India",Politician,,Odia,India,,,Sharat Kumar Dev,1950-10-10,,,,,
Talluri Rameshwari,Indian Actress,Actor,,,India,,,,1958-01-06,,Andhra Pradesh,,,
Tanvi Vyas,Indian Model,Actor,Maharaja Sayajirao University Of Baroda,,India,,,,1985-09-30,,Vadodara,,,
Tulsi Gowda,Indian Environmentalist,Activist,,,India,,,,,,,,,
Tara Sutaria,Indian Singer And Actress,Singer,,,India,,,,1995-11-19,,Mumbai,,,
Upasana Singh,Indian Actress,Actor,,,India,,,,1975-06-29,,Punjab,,,
Uma Krishnaswami,Author Of Children'S Books,Writer,University Of Delhi,,India,,,,1956-01-01,,New Delhi,,,
V. Radhika Selvi,Indian Politician,Politician,,,India,,,,1976-01-29,,Chennai,,,
V. S. Surekha,Indian Athletics Competitor,Athletics Competitor,,,India,,,Renjith Maheshwary,1984-08-14,,Kerala,,,
Vaishali Kasaravalli,Indian Actress,Actor,,,India,,,Girish Kasaravalli,1952-04-12,2010-09-27,Gulbarga,Bengaluru,,
Varsha Dixit,Indian Writer,Author,Sophia Polytechnic,,India,,,,,,,,,
Vasanthi Stanley,Member Of Parliament,Politician,,,India,,,,1962-05-08,2019-04-27,Devakottai,,,
Vani,Writer,Novelist,,,India,,,,1912-00-00,1988-00-00,Srirangapatna,Mysore,,
Vennira Aadai Nirmala,Tamil Actor,Actor,,,India,,,,1948-06-27,,Kumbakonam,,,
Vedita Pratap Singh,Indian Actress,Actor,Mayo College Girls School,,India,,,,1987-10-09,,Allahabad,,,
Veena,Indian Film Actress,Actor,,,British India,,,,1926-07-18,2004-11-14,Quetta,Mumbai,,
Vekeana Dhillon,Canadian Actor And Screenwriter,Screenwriter,,,India,,,Puneet Sira,1970-07-13,,Delhi,,,
Vijayalakshmi,Indian Actress In Kannada Films,Actor,,,India,,,,,,Chennai,,,
Vimi,Indian Actress,Actor,,,India,,,,1943-01-01,1977-08-22,Jalandhar,Mumbai,Natural Causes,Liver Cirrhosis
Vijayalakshmi Navaneethakrishnan,Indian Tamil Folk Musician,Author,,,British India,,,,1946-01-27,,,,,
Vimalakka,Singer And Social Activist,Singer,,,India,,,,1962-00-00,,,,,
Vinita Bali,Indian Businessman,Chief Executive Officer,University Of Delhi,,India,,,,1955-11-11,,Bengaluru,,,
Paloma Rao,Indian Actress,Actor,Loyola College,,India,,,,1986-02-04,,Chennai,,,
L. Vijayalakshmi,Indian Actress,Actor,,,India,,,,1943-01-01,,Ernakulam,,,
Karamjeet Kaur,Indian Athletics Competitor,Athletics Competitor,,,India,,,,1979-09-15,,,,,
Amruta Subhash,Indian Actress,Actor,National School Of Drama,Marathi,India,,Jyoti Subhash,,1979-05-13,,Mumbai,,,
Hina Khan,Indian Actress,Model,,,India,,,,1987-10-02,,Srinagar,,,
Nandita Behera,Indian Dancer,Dancer,,,India,,,,1957-08-29,,Bhubaneswar,,,
Archana Sharma,Indian Physicist At Cern,Scientist,University Of Delhi,,India,,,,,,,,,
Neetu Singh,"Indian Actress, Born 1958",Actor,,Hindi,India,,,Rishi Kapoor,1958-07-08,,Delhi,,,
Anjana Mumtaz,Indian Actress,Film Actor,,,India,,,,1941-01-04,,India,,,
Kamla Chaudhry,భారతీయ రచయత,Academic,,,India,,,,1908-02-22,1970-02-15,,,,
Anita Pratap,Indian Writer And Journalist,Film Director,University Of Delhi,,India,,,Arne Roy Walther,1958-12-23,,Kottayam,,,
Zehra Ali Yavar Jung,Indian Social Worker,Social Worker,,,India,,,Ali Yavar Jung,1920-01-01,2010-00-00,Hyderabad,,,
Mridula Sinha,Indian Writer And Politician,Politician,,,India,,,Ram Kripal Sinha,1942-11-27,2020-11-18,Muzaffarpur,,,
T. R. Rajakumari,Indian Actress,Actor,,,British India,,,,1922-05-05,1999-09-20,Thanjavur,Chennai,,
ఎండకుర్తి కామేశ్వరి,Actor,Actor,,,India,,,,,,,,,
Vaasanthi,Indian Journalist And Writer,Novelist,University Of Mysore,,India,,,,1941-07-26,,Tamil Nadu,,,
Malathi,Indian Actress,Actor,,Telugu,India,,,,,,,,,
Tulasi,Indian Actress,Actor,,,India,,,,1968-09-28,,,,,
Naina Lal Kidwai,Indian Banker,Banker,Harvard University,,India,,,,1957-01-01,,Delhi,,,
Krishna Chattopadhyay,Indian Singer,Singer,,,India,,,,1935-01-01,2009-05-23,,,,
O.T. Sarada Krishnan,Indian Politician,Politician,,Malayalam,India,,,,1905-02-22,1973-04-14,,,,
Kuttyedathi Vilasini,Indian Actress,Actor,,,India,,,,,,Thrissur,,,
Kottayam Santha,Indian Actress,Actor,,,India,,,,1939-01-01,2007-04-27,Kottayam,Kottayam,,
J. Arundhathi,Indian Politician,Politician,,,India,,,,1945-08-06,,,,,
Rohini Devasher,Indian Artist,Artist,,,India,,,,1978-00-00,,,,,
अश्विनी कुलकर्णी,Indian Actress,Actor,,,India,,,,,,,,,
अनुराधा (अभिनेत्री),Indian Actress,Actor,,,India,,,,1966-01-01,,,,,
Ketaki Mategaonkar,Indian Actres,Actor,,,India,,,,1994-02-22,,Nagpur,,,
आशा पोतदार,Indian Actress,Actor,,,India,,,,,,,,,
Godavari Parulekar,"Indian Independence Activist, Writer, And Social Activist",Writer,,,India,,,,1907-08-14,1996-10-08,,,,
Priya A. S.,Indian Writer,Writer,Maharaja'S College,,India,,,,1967-05-28,,Eramalloor,,,
Kranti Redkar,Indian Actress,Actor,,,India,,,,1982-08-17,,Mumbai,,,
श्वेता भोसले,Indian Actress,Actor,,,India,,,,,,,,,
Vani Harikrishna,Indian Singer,Singer,,,India,,,,,,Bengaluru,,,
Tandra Ray,Indian Actress,Actor,,,India,,,Bijay Mohanty,,,,,,
Gita Ghatak,Indian Actress And Singer,Film Director,,,India,,,,1931-01-23,2009-11-17,,Kolkata,,
J. Meghana,Badminton Player,Badminton Player,,,India,,,,1995-12-28,,Vijayawada,,,
K. Maneesha,Badminton Player,Badminton Player,,,India,,,,1995-04-29,,Guntur,,,
Neha Kakkar,Indian Playback Singer,Singer,,,India,,,Rohanpreet Singh,1988-06-06,,Rishikesh,,,
Shraddha Kapoor,Indian Film Actress And Singer,Film Actor,Boston University,,India,Shakti Kapoor,Shivangi Kolhapure,,1987-03-03,,Mumbai,,,
Meenakshi Banerjee,Indian Cyanobacteriologist,Botanist,Nirmala College,,India,,,,,,,,,
Asha Mathur,Indian Clinical Pathologist,Scientist,,,India,,,,1938-01-01,,,,,
Nita Kumar,American Anthropologist,Anthropologist,University Of Chicago,,India,,,,,,,,,
Bimla Buti,Indian Physicist,Physicist,University Of Chicago,,India,,,,1933-01-01,,,,,
Renu Khanna-Chopra,Indian Scientist,Scientist,,,India,,,,1949-09-24,,,,,
Manju Bansal,Indian Biophysicist,Biophysics,Osmania University,,India,,,,1950-12-01,,Dehradun,,,
Ekta Bisht,Indian Woman Cricketer,Cricketer,,,India,,,,1986-02-08,,Almora,,,
Pamela Rooks,Indian Film Director,Film Director,,,India,,,,1958-01-01,2010-10-01,Kolkata,,,
Viji Chandrasekhar,Indian Actress,Actor,,,India,,,,1966-12-02,,,,,
Nirupama Dutt,Indian Writer,Writer,,,India,,,,1955-01-01,,,,,
Malathi Krishnamurthy Holla,Indian Paralympic Athlete,Athletics Competitor,,,India,,,,1958-07-06,,Bengaluru,,,
T N Seema,Indian Politician,Politician,University Of Kerala,,India,,,,1963-06-01,,,,,
Mani Krishnaswami,Carnatic Music Vocalist,Singer,,,India,,,,1930-02-03,2002-07-12,,,,
Nimrat Kaur,Indian Actress,Film Actor,Shri Ram College Of Commerce,,India,,,,1982-03-13,,Pilani,,,
Kommuri Padmavathi,ഇന്ത്യന്‍ ചലചിത്ര അഭിനേത്രി,Actor,,,India,,,,1908-01-01,1970-05-09,,,,
Shanno Khurana,Indian Musician,Actor,,,India,,,,1927-00-00,,Jodhpur,,,
Dubbing Janaki,"Indian Actress, Dubbing Artist",Actor,,Telugu,India,,,,1949-08-28,,Peddapuram Mandal,,,
Alessia Dipol,Togolese Alpine Skier,Alpine Skier,,,Italy,,,,1995-08-01,,Pieve Di Cadore,,,
T. Lalitha Devi,Indian Film Actress,Actor,,,India,,,,,,,,,
Geetanjali,Indian Actress,Actor,,Telugu,India,,,Ramakrishna,1947-00-00,2019-10-31,Rajamahendravaram,Hyderabad,,Heart Failure
Geetha Nagabhushan,Indian Writer,Academic,,,India,,,,1942-03-25,2020-06-28,,,,
Alaka Chand,Odia Language Writer,Writer,Utkal University,Odia,India,,,,1943-04-06,,Bhadrak,,,
Sailabala Das,Social Activist,Politician,Bethune College,,India,Madhusudan Das,,,1875-03-25,1968-04-29,Bhowanipore,,,
Swagatika Rath,Cricketer,Cricketer,,,India,,,,1994-11-18,,Jaipur,,,
Alphonsa,Actress,Actor,,,India,,,,,,Chennai,,,
Lalithasree,Indian Actress,Actor,,,India,,,,1957-10-30,,Thiruvananthapuram,,,
Kim Gangte,Politician And Member Of Indian Parliament,Politician,,,India,,,,1962-10-30,,,,,
Usha Meena,Politician And Member Of Indian Parliament,Politician,,,India,,,,1949-07-01,,,,,
Kailasho Devi,Politician,Politician,,,India,,,,1962-04-04,,,,,
Sandhya Bauri,Indian Politician And Social Worker,Social Worker,,,India,,,,1951-09-02,,Khatra,,,
T. Muktha,Indian Singer,Singer,,,India,,,,1914-01-01,2007-01-01,,,,
Amrita Kak,Indian Singer,Singer,,,India,,,,,,Mumbai,,,
Mary Winchester,British Kidnap Victim,,,,India,,,,1865-01-01,1955-01-01,Assam,London,,
Madhavi Mudgal,Indian Dancer,Dancer,University Of Delhi,,India,Vinay Chandra Maudgalya,,,1951-10-04,,Odisha,,,
Ma Anand Yashu,Indian Musician,Musician,,,India,,,,1956-10-09,2007-12-03,,,Natural Causes,Cancer
Ayesha Khanna,Indian Actress,Actor,,,India,,,,,,New Delhi,,,
Sanyogita Ghorpade,Badminton Player,Badminton Player,,,India,,,,1992-11-05,,,,,
Mabelle Arole,Indian Health Activist,Activist,,,India,,,,1935-12-26,1999-00-00,Jabalpur,,,
Shayama Chona,Founder-President Of Tamana Association,,,,India,,,,1942-08-12,,Rajasthan,,,
Neela Bhagwat,Indian Musician,Singer,,,India,,,,,,Pune,,,
Amba Sanyal,Indian Actress,Actor,University Of Delhi,,India,,,,1945-01-01,,Delhi,,,
Vukkala Rajeswaramma,Indian Politician,Politician,,,India,,,,1948-07-10,2018-12-01,,,,
Sreeja,Indian Actress,Actor,,,India,Chiranjeevi,,,1971-04-18,,Thiruvananthapuram,,,
Vinod Krishan,Indian Physicist,Physicist,University Of Delhi,,India,,,,1946-10-14,,,,,
Jeena Alphonsa John,Indian Politician,Politician,,,India,,,,1948-03-12,,,,,
Nandini Mundkur,Indian Pediatrician,Pediatrician,,,India,,,,1949-07-19,,Tiruvallur,,,
Ankita Makwana,Swiss Model,Motivational Speaker,University Of St. Gallen,,India,,,,1991-05-29,,,,,
Anusree,Indian Actress,Actor,,Malayalam,India,,,,1992-11-30,,Pathanamthitta,,,
Anitha Shaiq,Indian Musician,Composer,,,India,,,,,,Thiruvananthapuram,,,
Dumpa Mary Vijayakumari,Indian Politician,Politician,,,India,,,,1952-07-09,,,,,
G. Rohini,Indian Judge,Judge,Andhra University,,India,,,,1955-04-14,,Visakhapatnam,,,
Ragini Trivedi,Indian Musician,Musicologist,Banaras Hindu University,,India,,,,1960-03-22,,Kanpur,,,
Neelkamal Puri,Indian Author,Writer,Panjab University,,India,,,,1956-02-14,,Ludhiana,,,
Nafis Fathima,Indian Politician,Politician,,,India,,,,1963-04-06,,,,,
Avinash Kaur,Indian Social Activist,Social Activist,,,India,,,,1966-09-01,,Jalandhar,,,
Charanjit Kaur Bajwa,Indian Politician,Politician,,,India,,,Pratap Singh Bajwa,1959-00-00,,Patiala,,,
Maria Roy,Actress,Actor,,,India,,,,1987-11-07,,Kottayam,,,
Khushboo Grewal,"Indian Actress, Singer",Vj,,,India,,,,1984-01-16,,Chandigarh,,,
Prateeksha Kashi,Indian Dancer,Actor,,,India,,,,,,Bengaluru,,,
Akshara Haasan,Indian Actress,Actor,,,India,Kamal Haasan,Sarika,,1991-10-12,,Chennai,,,
Aishwarya Nag,Indian Actress,Actor,Bangalore University,,India,,,,,,Bengaluru,,,
Jannat Zubair Rahmani,Indian Tv Actress,Actor,,,India,,,,2001-08-29,,Mumbai,,,
Khushboo Purohit,Indian Actress,Model,,,India,,,,,,Rajasthan,,,
Sunitha Laxma Reddy V,Indian Politician,Politician,,,India,,,,1968-04-05,,,,,
Prema,Indian Actress In Malayalam Movies,Actor,,,India,,,,1954-01-01,1984-00-00,Chennai,,Suicide,
Rajashree,Indian Actress,Actor,,,India,,,,1977-04-29,,,,,
Malini Sharma,Indian Actress,Actor,,,India,,,Priyanshu Chatterjee,1974-01-05,,Delhi,,,
Sonia,Indian Actress,Actor,,,India,,,Bose Venkat,1977-06-04,,Tamil Nadu,,,
Surilie Gautam,Indian Actress,Actor,,,India,Mukesh Gautam,,,1987-06-03,,Lucknow,,,
Bahar Dutt,Indian Television Journalist And Columnist,Journalist,University Of Delhi,,India,,,,1975-01-01,,New Delhi,,,
Thrissur Elsy,Indian Actress,Actor,,,India,,,,1951-07-19,,Thrissur,,,
Sudeepa Pinky,Indian Actress,Actor,,,India,,,,1987-02-28,,Andhra Pradesh,,,
Bala Devi Chandrasekar,Dancer,Dancer,,,India,,,,,,,,,
Lakshmi Priyaa Chandramouli,Indian Actress,Actor,,,India,,,,1984-04-09,,Chennai,,,
Darshana Kt,Singer,Singer,,,India,,,,1985-11-06,,,,,
Nairanjana Ghosh,"Senior News Anchor, Journalist, Producer",Journalist,University Of Calcutta,,India,,,,,,Kolkata,,,
Latika Kumari,Indian Woman Cricketer,Cricketer,,,India,,,,1992-01-05,,India,,,
Jaspreet Kaur,Indian Film Producer,Film Producer,,,India,,,,1981-11-20,,,,,
Chhanda Gayen,"A Bengali Mountaineer, Martial Artist, Explorer, Teacher Of Self-Defense.",Mountaineer,,,India,,,,1979-07-09,2014-05-20,,,,
Nandini Singh,Indian Actress,Actor,,,India,,,,1980-08-07,,Lucknow,,,
Rishika Mihani,Indian Television Actress.,Actor,,,India,,,,1987-06-08,,India,,,
Susan George,Indian Actress,Actor,,,India,,,,1987-00-00,,Thiruvananthapuram,,,
Simran Kaur,Indian Television Actress.,Actor,,,India,,,,1988-05-29,,Lucknow,,,
Sshakshi Chovan,Indian Actress,Actor,Savitribai Phule Pune University,,India,,,,1989-07-09,,Mumbai,,,
Athiya Shetty,Bollywood Actress,Actor,"American School Of Bombay, Mumbai",,India,Sunil Shetty,Mana Shetty,,1992-11-05,,Mumbai,,,
Shashikala Annasaheb Jolle,Indian Politician,Politician,,,India,,,,1969-11-20,,Ghataprabha,,,
రేకందాస్ ప్రేమలత,Indian Actress,Actor,,,India,,,,1957-01-01,,,,,
Mala Sen,Indian Author,Author,University Of Cambridge,Bengali,India,,,,1947-06-03,2011-05-21,Mussoorie,Mumbai,,
సురభి ప్రభావతి,Indian Actress,Actor,,,India,,,,1980-01-01,,,,,
B.V. Nandini Reddy,Indian Film Director,Film Director,Jawaharlal Nehru University,,India,,,,,,Hyderabad,,,
Sunita Kohli,Indian Architect,Architect,University Of Delhi,,India,,,,1946-12-28,,Lahore,,,
Nisa Godrej,Indian Businesswoman,Businessperson,Harvard University,,India,Adi Godrej,Parmeshwar Godrej,,1978-02-12,,,,,
Laxmi Kanta Chawla,Indian Politician,Politician,,,India,,,,,,,,,
Sunil Dabas,Indian Kabaddi Coach,Kabaddi Coach,Kurukshetra University,,India,,,,,,,,,
Bidita Bag,Indian Film Actor,Actor,Jadavpur University,,India,,,,1985-00-00,,Santragachhi,,,
Navika Kotia,Indian Film And Television Child Actress,Actor,,,India,,,,2000-05-20,,,,,
Annie Gill,Indian Television Actress.,Actor,,,India,,,,,,Firozpur,,,
Priya Kumar,Indian Motivational Speaker And Writer,Motivational Speaker,St. Kabir Public School,,India,,,,1973-03-04,,Chandigarh,,,
Priya R. Pai,Indian Singer,Composer,,,India,,,,1976-02-03,,Idukki District,,,
Sukhada Pandey,Indian Politician,Politician,,,India,,,,,,,,,
Aparna Panshikar,Indian Singer,Singer,,,India,,,,,,,,,
Mahima Makwana,Indian Actress,Actor,,,India,,,,1999-08-05,,Mumbai,,,
Mini Menon,Indian Journalist,Journalist,,,India,,,,,,,,,
Sumitra Patir,Indian Politician,Politician,,,India,,,,,,,,,
Sharvani Pillai,Indian Actress,Actor,,,India,,,,1973-01-01,,Mumbai,,,
Paridhi Sharma,Indian Television Actress,Actor,,,India,,,,1987-05-15,,Bagh,,,
Pernia Qureshi,"Fashion & Costume Designer, Entrepreneur, Stylist, Dancer And Actor",Fashion Designer,George Washington University,,India,,,,1984-01-01,,Swat District,,,
Krishna Raj,Indian Politician,Politician,,,India,,,,1969-01-01,,Faizabad,,,
Veena Devi,Indian Politician,Politician,,,India,,,,1967-03-21,,,,,
Sanyathara,Indian Actress,Actor,,,India,,,,,,Kerala,,,
Reema Vohra,Indian Television Actress,Actor,,,India,,,,,,India,,,
Shefali Sharma,Indian Television Actress.,Actor,,,India,,,,1991-12-25,,Amritsar,,,
Mitali Mukherjee,Singer,Singer,Maharaja Sayajirao University Of Baroda,Bengali,India,,,,,,Mymensingh,,,
Kanchi Singh,Indian Television Actress (Born 1996),Actor,,,India,,,,1996-03-27,,Indore,,,
Shilpa Shinde,Indian Television Actress,Actor,,,India,,,,1977-08-00,,Mumbai,,,
Mansi Shrivastav,Indian Television Actress,Actor,,,India,,,,1990-09-21,,Gurugram,,,
Ziyah Vastani,Indian Television Child Actress,Actor,,,India,,,,2003-12-08,,Kolkata,,,
Vaishali Thakkar,Indian Actress,Actor,,,India,,,,1964-07-25,,Mumbai,,,
Srinda Ashab,Indian Actress,Actor,,,India,,,,1986-05-23,,Kochi,,,
Shikha Singh,Indian Television Actress,Actor,,,India,,,,1986-02-07,,,,,
Ridheema Tiwari,Indian Television Actress,Actor,,,India,,,Jaskaran Singh,1984-08-31,,Uttar Pradesh,,,
Gunjan Walia,Indian Television Actress,Actor,,,India,,,,1985-11-04,,India,,,
Meena Singh,Indian Politician In Manpur,Politician,,,India,,,,,,,,,
Annapurni Subramaniam,Indian Scientist,Astrophysicist,Government Victoria College,,India,,,,1901-00-00,,Palakkad,,,
Sehnaj Habib,Indian Novelist,Novelist,,,India,,,,,,,,,
Shakunthala Shetty T,Indian Politician,Politician,,,India,,,,1947-03-01,,"Perla, Kasaragod",,,
Aparupa Poddar,Indian Politician,Politician,Maulana Azad National Urdu University,,India,,,,1986-01-08,,Chandannagar,,,
Heena Gavit,Indian Politician,Politician,,,India,Vijaykumar Gavit,,,1987-05-28,,Nandurbar,,,
Rita Tarai,"Lok Sabha Mp, Jajpur",Politician,,,India,,,,,,,,,
Sakuntala Laguri,"Lok Sabha Mp, Keonjhar",Politician,,,India,,,,,,,,,
Bela Bose,Indian Actress,Actor,,,India,,,,,,Kolkata,,,
Vasanthi M,Member Of Parliament Of India,Politician,Annamalai University,,India,,,,1962-03-14,,Karungulam,,,
Shahdun Nisha,Politician,Politician,,,India,,,,,,,,,
Geeta Koda,Indian Politician,Politician,,,India,,,Madhu Koda,,,,,,
Malavat Poorna,Indian Climber,Mountaineer,,,India,,,,2000-06-10,,Telangana,,,
Shonali Sabherwal,Indian Chef,Chef,Marquette University,,India,,,,,,London,,,
Sonel Singh,ഇന്ത്യന്‍ ചലചിത്ര അഭിനേത്രി,Actor,,,India,,,,1985-07-26,,,,,
Nangeli,Ezhava Woman,Artivist,,,India,,,,,,,,,
Malabika Sarkar,Indian Academic,Academic,University Of Calcutta,,India,,,,1948-08-15,,,,,
Kavita Krishnan,Indian Politician,Politician,"St. Xavier'S College, Mumbai",,India,,,,1973-00-00,,Coonoor,,,
Jasmeen Patheja,Indian Activist,Cultural Activist,,,India,,,,1979-11-11,,Kolkata,,,
Sudeshna Sinha,Indian Physicist,Physicist,Indian Institute Of Technology Kanpur,,India,,,Kapil Hari Paranjape,,,,,,
Tista Bagchi,Indian Linguist,Linguist,University Of Chicago,,India,,,,1964-10-01,,,,,
Tamilisai Soundararajan,Indian Politician For The Bjp Party,Politician,Madras Medical College,,India,Kumari Ananthan,,,1961-06-02,,Nagercoil,,,
Maimoona Sultan,Member Of Parliament Of India,Politician,,,India,,,,1932-01-01,2006-01-01,,,,
Gauri Jog,Indian Dancer,Dancer,,,India,,,,1970-01-01,,Nagpur,,,
Anupama Bhattacharjya,Assamese Film Actress,Actor,,Assamese,India,,,,1928-08-19,,Sivasagar,,,
Suprava Samal,Indian Female Football Player,Association Football Player,,,India,,,,1990-06-16,,Bhubaneswar,,,
Tuli Goon,Indian Female Football Player,Association Football Player,,,India,,,,1988-02-21,,Kolkata,,,
Kamala Kamesh,Indian Actress,Actor,,,India,,,,1952-10-23,,Kochi,,,
Aparna Raina,Diseñadora De Producción India,Production Designer,,,India,,,,1901-00-00,,,,,
Jina Devi Chongtham,Indian Judoka,Judoka,,,India,,,,1987-02-03,,,,,
Ayonika Paul,Indian Shooter,Sport Shooter,Pillai College Of Engineering,,India,,,,1992-09-23,,Mumbai,,,
Punam Yadav,Indian Weightlifter,Weightlifter,,,India,,,,1995-07-09,,Varanasi,,,
Samita Bangargi,Indian Actor And Model,Actor,,,India,,,Aashish Chaudhary,,,Ludhiana,,,
Shreyasi Singh,Indian Sport Shooter,Athlete,,,India,,,,1991-08-29,,New Delhi,,,
Shalini Patil,Indian Politician,Politician,,,India,,,,,,,,,
Meenu Gaur,London-Based British-Indian Director And Screenwriter.,Film Director,Jamia Millia Islamia,,United Kingdom,,,Mazhar Zaidi,,,Kolkata,,,
Sita Sahu,Indian Sportswoman,Athlete,,,India,,,,,,,,,
Dipa Karmakar,Indian Artistic Gymnast,Artistic Gymnast,,,India,,,,1993-08-09,,Agartala,,,
Anweshaa,Indian Singer,Singer,,,India,,,,1993-00-00,,Kolkata,,,
Chandrima Bhattacharya,Indian Politician,Politician,,,India,,,,1955-00-00,,,,,
Avantika Mishra,Indian Actress And Model,Actor,,,India,,,,1992-05-30,,New Delhi,,,
Samentha Fernandes,"Indian Actor, Dancer",Actor,,,India,,,,1990-08-26,,Mumbai,,,
Shobhana Ranade,Indian Social Worker And Gandhian,Social Worker,,,India,,,,1924-10-26,,Pune,,,
Elam Endira Devi,Classical Dancer,Dancer,,,India,,,,1954-00-00,,Imphal,,,
Jyoti Singh Pandey,,Physiotherapist,,,India,,,,1989-00-00,2012-12-28,Delhi,Singapore,Murdered,
Priyanka Pawar,Indian Sprinter,Athletics Competitor,,,India,,,,1988-04-03,,Muzaffarnagar,,,
Shweta Chaudhry,Indian Shooter,Athlete,,,India,,,,1986-07-03,,Faridabad,,,
R Umadevi Nagaraj,Indian Cueist;,Snooker Player,,,India,,,,1965-02-11,,India,,,
Snehal Ambekar,Indian Politician,Politician,,,India,,,,1972-07-31,,,,,
Priti Shankar,Indian Professor And Researcher,Professor,University Of Maryland,,India,,,P. N. Shankar,1947-09-01,2011-10-01,,,,
M. S. Sundari Bai,Actor,Actor,,,India,,,Kothamangalam Subbu,1923-00-00,2006-00-00,Madurai,Chennai,,
Sanghamitra Bandyopadhyay,Indian Computer Scientist,Computer Scientist,University Of Calcutta,,India,,,,1968-00-00,,,,,
Veena Parnaik,Indian Cell Biologist,Biologist,Ohio State University,,India,,,,1953-08-22,,India,,,
Renu Devi,Indian Politician,Politician,,,India,,,,,,,,,
Yuvina Parthavi,Indian Actress,Actor,,,India,,,,2008-11-28,,Mumbai,,,
Keeya Khanna,Indian Actress,Actor,,,India,,,,1987-01-01,,Mumbai,,,
Mannara,Indian Film Actress,Actor,,,India,,,,1986-05-25,,Bokaro Steel City,,,
Anindita Nayar,Indian Actress,Actor,,,India,,,,1988-07-01,,New Delhi,,,
R. Nagarathnamma,Indian Theatre Personality,Actor,,,British India,,,,1926-00-00,2012-00-00,Mysore,Bengaluru,,
Ishika Singh,Indian Model,Model,Kendriya Vidyalaya,,India,,,,1990-08-10,,Hyderabad,,,
Meenakshi Jain,Indian Historian,Historian,University Of Delhi,,India,,,,2000-01-01,,,,,
Rupa Saini,Indian Field Hockey Player,Field Hockey Player,,,India,,,,1954-09-02,,,,,
B. Jaya,Indian Actress,Actor,,,India,,,,1944-00-00,,,,,
Kshetrimayum Ongbi Thouranisabi Devi,Indian Classical Dancer,Historian,,,India,,,,1946-11-03,,,,,
Soumya Mishra,Studing In Kv Nepanagar,Police Officer,,,India,,,,,,Cuttack,,,
Uma Chakravarti,"Feminist Historian, Feminist Activist",Historian,Miranda House,,India,,,,1941-08-20,,Delhi,,,
Anasuya,"Indian Actress, Tv Presenter",Television Presenter,,Telugu,India,,,,1985-05-15,,Hyderabad,,,
Bhavna Ruparel,Actress,Actor,,,India,,,,1989-01-10,,Mumbai,,,
Kanan Mishra,Indian Writer,Writer,,Odia,India,,,,1944-01-02,2015-03-07,Cuttack,Cuttack,,
Sradhanjali Samantaray,Odisha Football Player,Association Football Player,,,India,,,,1978-06-20,,,,,
Kiran Walia,Member Of The Legislative Assembly (India),Politician,,,India,,,,1968-10-12,,Delhi,,,
Soumi Chatterjee,Translator,Academic,,,India,,,,,,Kolkata,,,
Surangana Bandyopadhyay,Bengali Indian Actress,Actor,,,India,,,,1997-11-18,,Kolkata,,,
Kalamandalam Bindhulekha,Indian Painter,Painter,,,India,,,Madhav Ramadasan,1978-10-18,,Kerala,,,
Maadhavi Latha,Actress,Actor,,,India,,,,1988-10-02,,Bellary,,,
Taru Mateti,Indian Distance Runner,Athletics Competitor,,,India,,,,1964-05-13,,New Delhi,,,
Sshivada,Indian Actress,Vj,,,India,,,,1986-04-27,,Trichy,,,
Yogini Joglekar,Indian Singer,Composer,,,India,,,,1925-08-06,2005-11-01,Pune,Pune,,
Krithi Karanth,Conservation Zoologist,Conservationist,Duke University,,India,,,,1979-03-03,,Mangalore,,,
Sneha Unnikrishnan,Tv Film Actress,Actor,,,India,,,,1993-00-00,,,,,
Munisha Rajpal,Story & Dialogue Writer,Academic,,,India,,,,1973-08-18,,Pathankot,,,
Anna Liberata De Souza,19Th C. Storyteller And Maid,,,,India,,,,1850-00-00,,,,,
Vartika Singh,Indian Model,Model,Isabella Thoburn College,,India,,,,1991-10-13,,Lucknow,,,
Elina Samantray,Indian Actress,Actor,Ravenshaw University,,India,,,,1996-07-23,,Cuttack,,,
Jasmine Sandlas,Indian Singer,Singer,,Punjabi,United States Of America,,,,1995-02-10,,Jalandhar,,,
Janhavi Acharekar,Indian Writer,Novelist,University Of Mumbai,,India,,,,1973-00-00,,,,,
Akhila Kishore,ഇന്ത്യന്‍ ചലചിത്ര അഭിനേത്രി,Actor,,,India,,,,1990-00-00,,Bengaluru,,,
Malavika Nair,Indian Actor,Actor,,Malayalam,India,,,,1998-01-01,,Delhi,,,
Kruthika Jayakumar,Indian Actress,Actor,,,India,,,,1996-04-30,,Bengaluru,,,
Ajanta Neog,Indian Politician,Politician,,,India,,,,,,Guwahati,,,
Asha Mishra,Indian Writer,Writer,,,India,,,,,,,,,
K. K. Lathika,Indian Politician,Politician,,Malayalam,India,,,,1961-08-01,,,,,
सुनीता सेनगुप्ता,Indian Actress,Actor,,,India,,,,,,,,,
Madonna Sebastian,Indian Actress,Actor,Christ University,,India,,,,1989-05-19,,Kolenchery,,,
